,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?
10,2020-04-14,"Associations of clinical characteristics and antiviral drugs with viral RNA clearance in patients with COVID-19 in Guangzhou, China: a retrospective cohort study [medrxiv]",https://doi.org/10.1101/2020.04.09.20058941,medRxiv,OR 1.69,0.89,3.21,0.11,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,284,Guangzhou Eighth People’s Hospital between 20th January 2020 and 15th March 2020,4/21/2020,N,N
11,2020-04-12,The clinical course and its correlated immune status in COVID-19 pneumonia,http://doi.org/10.1016/j.jcv.2020.104361,Journal of Clinical Virology,OR: 2.56,1.41,4.65,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,204,"Renmin Hospital of Wuhan University between January 10.2020 and February 13,2020",4/27/2020,N,N
12,2020-04-12,Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan,http://doi.org/10.1016/j.jaci.2020.04.006,Journal of Allergy and Clinical Immunology,HR 1.96,1.24,3.11,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,548,"Sino-French New City Branch of Tongji Hospital, Huazhong University of Science and 161 Technology in Wuhan from January 26, 2020 to February 5, 2024",4/27/2020,N,N
13,2020-04-12,Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan,http://doi.org/10.1016/j.jaci.2020.04.006,Journal of Allergy and Clinical Immunology,AHR 1.72,1.05,2.82,0.02,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,548,"Sino-French New City Branch of Tongji Hospital, Huazhong University of Science and 161 Technology in Wuhan from January 26, 2020 to February 5, 2025",4/20/2020,N,N
14,2020-04-12,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057541,medRxiv,AOR 1.05,1.03,1.07,<0.01,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
15,2020-04-11,Blood glucose is a representative of the clustered indicators of multi-organ injury for predicting mortality of COVID-19 in Wuhan China,https://doi.org/10.1101/2020.04.08.20058040,medRxiv,OR 2.45,0.9,6.65,0.08,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,69,"Wuhan Union Hospital (Wuhan, China) and Beijing Tongren Hospital (Beijing, China) from January 5 29, 2020, to March 20, 2020",4/21/2020,Y,N
16,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with",http://doi.org/10.1101/2020.04.08.20057794,medRxiv,OR 0.99,0.74,1.33,0.95,Not Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,4103,"Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2027",4/21/2020,Y,N
17,2020-04-11,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool",http://doi.org/10.1101/2020.04.06.20056127,medRxiv,,,,,,,,OR 0.74,0.34,1.59,0.44,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,340,"Wuhan Pulmonary Hospital from January 31 to March 8, 2020",4/26/2020,N,Y
18,2020-04-11,Key to successful treatment of COVID-19: accurate identification of severe risks and early intervention of disease progression,http://doi.org/10.1101/2020.04.06.20054890,medRxiv,OR 2.22,0.89,5.54,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,97,"Fifth Affiliated Hospital of Sun Yat-sen University from January 17, 2020 to March 10, 2020",4/21/2020,N,N
19,2020-04-11,Blood glucose is a representative of the clustered indicators of multi-organ injury for predicting mortality of COVID-19 in Wuhan China,https://doi.org/10.1101/2020.04.08.20058040,medRxiv,OR 0.89,0.33,2.36,0.81,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,69,"Wuhan Union Hospital (Wuhan, China) and Beijing Tongren Hospital (Beijing, China) from January 5 29, 2020, to March 20, 2020",4/21/2020,N,N
20,2020-04-11,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057540,medRxiv,OR 1.06,1.04,1.08,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
21,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057539,medRxiv,OR: 1.33,0.8,2.2,0.28,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
22,2020-04-08,Serum Amyloid A is a biomarker of severe Coronavirus Disease and,http://doi.org/10.1016/j.jinf.2020.03.035,Journal of Infection,OR: 1.31,0.45,3.84,0.63,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Tianyou Hospital from January 18, 2020 to February 26, 2020",4/27/2020,Y,N
23,2020-04-08,Serum Amyloid A is a biomarker of severe Coronavirus Disease and,http://doi.org/10.1016/j.jinf.2020.03.035,Journal of Infection,OR: 2.15,1.06,4.33,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Tianyou Hospital from January 18, 2020 to February 26, 2020",4/27/2020,N,N
24,2020-04-07,The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,OR: 1.48,0.56,3.88,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,Passengers and crew of Diamond Princess cruise ship,4/10/2020,N,N
25,2020-04-07,The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis,https://doi.org/10.1101/2020.04.05.20054155,medRxiv,OR/HR 1.70,1.52,1.89,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,14 studies enrolling 49396 patients,"PubMed and Embase were searched for records published between December 1, 2019 and March 20, 2020.",4/20/2020,Y,N
26,2020-04-07,Validation of reported risk factors for disease classification and prognosis in COVID-19: a descriptive and retrospective study,https://doi.org/10.1101/2020.04.05.20053769,medRxiv,OR 3.33,1.49,7.47,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Only those who had either recovered or died, from General Hospital of Central Theater Command from Jan 14 to March 14, 2020",4/20/2020,N,N
27,2020-04-06,"Urinalysis, but not blood biochemistry, detects the early renal-impairment in patients with COVID-19",https://doi.org/10.1101/2020.04.03.20051722,medRxiv,OR 3.44,1.76,6.74,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,178,"Tongji Medical College, Huazhong University of Science and Technology, from February 02 to February 29, 2020",4/20/2020,Y,N
28,2020-04-06,Case fatality rate in COVID-19: a systematic review and meta-analysis,https://doi.org/10.1101/2020.04.01.20050480,medRxiv,,,,,,,,,,,,,,,,Systematic review and meta-analysis,Not reported out of 29 studies enrolling 2090 patients,"PubMed, Scopus and Web of Science databases were searched on March 7, 2024",4/21/2020,N,N
29,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,HR 0.8,0.5,1.2,0.24,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2020",4/10/2020,N,N
30,2020-04-01,Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis,https://doi.org/10.1101/2020.03.30.20047415,medRxiv,OR 1.61,1.25,2.07,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,10 studies enrolling 1492 patients,"China National Knowledge Infrastructure (CNKI), Wanfang, Weipu, Chinese Biomedicine Literature Database (CBM-SinoMed), MEDLINE (via PubMed), EMBASE, Cochrane Central Register and Web of science searched through  8 March 2023",4/21/2020,N,N
31,2020-03-30,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China",https://doi.org/10.1016/j.ijcard.2020.03.087,International Journal of Cardiology,OR 1.79,0.84,3.85,0.13,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,112,"Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020",4/20/2020,N,N
32,2020-03-30,"A Multi-hospital Study in Wuhan, China: Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection",http://doi.org/10.1101/2020.03.26.20043943,medRxiv,OR 1.95,1.12,3.39,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,1902,"Patients from three branches of Tongji Hospital (Sino-French New City Branch and Optical Valley Branch) and Mobile Cabin Hospital between Jan 28 and March 8, 2020",4/10/2020,Y,N
33,2020-03-30,A Machine Learning Model Reveals Older Age and Delayed Hospitalization as Predictors of Mortality in Patients with COVID-19,https://doi.org/10.1101/2020.03.25.20043331,medRxiv,,,,,,,,OR: 2.38,1.21,4.71,0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,222,"Kaggle dataset of COVID-19 patients 13th January to 28th February, 2020",4/21/2020,N,Y
34,2020-03-30,"A Multi-hospital Study in Wuhan, China: Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection",http://doi.org/10.1101/2020.03.26.20043943,medRxiv,OR 1.08,0.9,1.29,0.42,Not Significant,Not Adjusted,Calculated,OR 3.23,1.81,5.76,<0.01,Significant,Not Adjusted,Calculated,,Cross-sectional study,1902,"Patients from three branches of Tongji Hospital (Sino-French New City Branch and Optical Valley Branch) and Mobile Cabin Hospital between Jan 28 and March 8, 2020",4/10/2020,N,N
35,2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,,,,,,,,,,,,,,,,Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2020",4/10/2020,N,N
36,2020-03-30,A Machine Learning Model Reveals Older Age and Delayed Hospitalization as Predictors of Mortality in Patients with COVID-19,https://doi.org/10.1101/2020.03.25.20043331,medRxiv,,,,,,,,OR 2.38,1.21,4.71,0.01,Significant,Not Adjusted,Calculated,,Cross-sectional study,222,"Kaggle dataset of COVID-19 patients 13th January to 28th February, 2020",4/10/2020,N,N
37,2020-03-30,Development and external validation of a prognostic multivariable model on admission for hospitalized patients with COVID-19,https://doi.org/10.1101/2020.03.28.20045997,medRxiv,,,,,,,,OR 0.74,0.47,1.16,0.19,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,299,Tongji Hospital from Jan to Feb 2020,4/21/2020,N,N
38,2020-03-30,Prognostic factors for COVID-19 pneumonia progression to severe symptom based on the earlier clinical features: a retrospective analysis,http://doi.org/10.1101/2020.03.28.20045989,medRxiv,OR: 0.98,0.44,2.19,0.96,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,125,Only those with mild COVID-19 on admission w/length of stay >3 days and duration of infection > 7 days at Guangzhou Eighth People's Hospital from Jan 20-Feb 29.,4/10/2020,N,N
39,2020-03-27,A comparison study of SARS-CoV-2 IgG antibody between male and female COVID-19 patients: a possible reason underlying different outcome between gender.,https://doi.org/10.1101/2020.03.26.20040709,medRxiv,OR: 1.66,0.7,3.96,0.25,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,331,"Wuhan Union Hospital, Tongji Medical College of Huazhong university of Science and Technology.",4/21/2020,N,N
40,2020-03-27,"Lactate dehydrogenase, a Risk Factor of Severe COVID-19 Patients: A Retrospective and Observational Study",http://doi.org/10.1101/2020.03.24.20040162,medRxiv,OR 3.78,1.12,12.73,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,47,"Renmin Hospital of Wuhan University from February 1 to February 18, 2020 (followed up for 14 days)",4/10/2020,N,N
41,2020-03-27,"Lactate dehydrogenase, a Risk Factor of Severe COVID-19 Patients: A Retrospective and Observational Study",http://doi.org/10.1101/2020.03.24.20040162,medRxiv,OR 3.78,1.12,12.73,0.03,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,47,"Renmin Hospital of Wuhan University from February 1 to February 18, 2020 (followed up for 14 days)",4/10/2020,N,N
42,2020-03-26,"Clinical characteristics of COVID-19-infected cancer patients: A retrospective case study in three hospitals within Wuhan, China",https://doi.org/10.1016/j.annonc.2020.03.296,Annals of Oncology,HR 0.57,0.16,2.04,0.39,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,28,"Tongji Sino-French New Town Hospital, Union Red Cross Hospital and Union West Hospital, all affiliated with the Tongji Medical College of Huazhong University of Science and Technology. Hospitalized cancer patients diagnosed with COVID-9 infection were identified between Jan 13, 2020 and Feb 26, 2020",4/21/2020,Y,N
43,2020-03-26,Metabolic disturbances and inflammatory dysfunction predict severity of coronavirus disease 2019 (COVID-19): a retrospective study,https://doi.org/10.1101/2020.03.24.20042283,medRxiv,OR 2.63,1.03,6.7,0.04,Significant,,Calculated,,,,,,,,,Prospective observational study,97,"Renmin Hospital of Wuhan University Feb 9-28, 2020 followed up through March 10",4/10/2020,N,N
44,2020-03-26,"A Multicentre Study of 2019 Novel Coronavirus Disease Outcomes of Cancer Patients in Wuhan, China",https://doi.org/10.1101/2020.03.21.20037127,medRxiv,OR 2.41,0.87,6.67,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,67,"Cancer patients with COVID-19 at four hospitals in Wuhan from Jan 5, 2020 to Feb 18, 2020",4/10/2020,N,N
45,2020-03-24,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China",http://doi.org/10.1016/j.ijid.2020.03.070,International Journal of Infectious Diseases,OR 1.45,0.59,3.6,0.42,Not Significant,Not Adjusted,Calculated,,,,,,,,,Prospective observational study,125,"NO.2 People’s Hospital of Fuyang City Jan 20 - Feb 9, 2020",4/10/2020,Y,N
46,2020-03-24,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study",https://doi.org/10.1101/2020.03.21.20040121,medRxiv,,,,,,,Male gender,OR 1.14,0.32,4.14,0.84,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,110,Patients from Wuhan No.1 Hospital from Dec 25th to Feb 15th.,4/10/2020,N,N
47,2020-03-23,Prognostic value of C-reactive protein in patients with COVID-19,https://doi.org/10.1101/2020.03.21.20040360,medRxiv,,,,,,,,OR: 1.80,1.07,3.0,0.03,Significant,Not Adjusted,Calculated,,Retrospective observational study,298,"Eastern Campus of Renmin Hospital of Wuhan University from Jan 30 to Feb 20, 2023",4/10/2020,N,N
48,2020-03-23,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",https://doi.org/10.1101/2020.03.19.20033175,medRxiv,,,,,,,,OR 1.63,1.03,2.57,0.04,Significant,Not Adjusted,Calculated,,Retrospective observational study,403,"Eastern Campus of Renmin Hospital, Wuhan University from Jan 30 to Feb 25, 2020",4/21/2020,N,N
49,2020-03-23,Potential Factors for Prediction of Disease Severity of COVID-19 Patients,https://doi.org/10.1101/2020.03.20.20039818,medRxiv,,,,,,,,,,,,,,,,Retrospective observational study,"Chongqing Public Health Medical Center from February 11 , 2020 to February 28",,,N,N
50,2020-03-23,Epidemiological and clinical characteristics of COVID-19 in Shenzhen the largest migrant city of China,https://doi.org/10.1101/2020.03.22.20035246,medRxiv,OR 2.1,1.04,4.28,0.04,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,417,"Shenzhen from Jan 1 to Feb 28, 2020",4/21/2020,N,N
51,2020-03-23,"Clinical Characteristics of Coronavirus Disease 2019 in Hainan, China [medrxiv]",https://doi.org/10.1101/2020.03.19.20038539,medRxiv,OR: 1.68,0.8,3.54,0.17,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,168,Hainan province from 22 January 2020 to 14 March 2024,4/21/2020,N,N
52,2020-03-22,SAA is a biomarker to distinguish the severity and prognosis of Coronavirus Disease 2019 (COVID-19),http://doi.org/10.1016/j.jinf.2020.03.035,Journal of Infection,OR 2.15,1.06,4.33,,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Tianyou Hospital from January 18, 2020 to February 26, 2020",4/20/2020,N,N
53,2020-03-22,SAA is a biomarker to distinguish the severity and prognosis of Coronavirus Disease 2019 (COVID-19),http://doi.org/10.1016/j.jinf.2020.03.035,Journal of Infection,OR 1.31,0.45,3.84,0.63,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Tianyou Hospital from January 18, 2020 to February 26, 2020",4/20/2020,Y,N
54,2020-03-21,The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,OR 1.48,0.56,3.88,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,"Diamond Princess cruise ship passengers and crew (followed  from 11th-26th Feb, 2020)",4/10/2020,N,N
55,2020-03-20,Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship Â“Diamond PrincessÂ” in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,,,,,,,,OR 1.27,0.52,3.09,0.6,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,71,71 patients on board the Diamond Princess cruise ship with laboratory-confirmed COVID-19 who were symptomatic at the end of the observation,4/21/2020,N,N
56,2020-03-19,"Clinical progression of patients with COVID-19 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102530/,Journal of Infection,OR 7.10,2.04,24.07,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,249,"Shanghai Public Health Clinical Center (SPHCC) from Jan 20 to Feb 6, 2020, final follow-up Feb 25, 2020",4/21/2020,Y,N
57,2020-03-19,"Clinical progression of patients with COVID-19 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102530/,Journal of Infection,AOR 3.38,0.77,14.9,0.11,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,249,"Shanghai Public Health Clinical Center (SPHCC) from Jan 20 to Feb 6, 2020, final follow-up Feb 25, 2020",4/21/2020,Y,N
58,2020-03-17,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.17.20037572,medRxiv,OR 1.35,1.2,1.52,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,12 studies enrolling 6312 patients,"PubMed, Web of Science Core Collection, Embase, Cochrane and MedRxiv databases were searched through February 25, 2020.",4/10/2020,N,N
59,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection [medrxiv],https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 1.55,1.02,2.36,0.04,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,8 studies enrolling 212 patients,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",4/10/2020,Y,N
60,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection,https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 1.15,0.89,1.48,0.29,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,4 studies enrolling 212 patients,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",4/10/2020,N,N
61,2020-03-16,"Influence factors of death risk among COVID-19 patients in Wuhan, China: a hospital-based case-cohort study",https://doi.org/10.1101/2020.03.13.20035329,medRxiv,,,,,,,Male gender,RR 0.91,0.49,1.68,0.76,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Union Hospital of Huazhong University of Science and Technology from Jan 1 to Jan 30, 2020",4/10/2020,N,N
62,2020-03-13,"Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China",https://doi.org/10.1001/jamainternmed.2020.0994,JAMA Internal Medicine,HR 1.47,0.92,2.36,0.11,Not Significant,Not Adjusted,Extracted,HR 0.56,0.3,1.05,0.07,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,201,"Wuhan Jinyintan Hospital in China from December 25, 2019 to January 26, 2020 (followed up through February 13, 2020)",4/10/2020,Y,N
63,2020-03-13,Abnormal coagulation parameters are associated with poor prognosis in patients with novel coronavirus pneumonia,http://doi.org/10.1111/jth.14768,Journal of Thrombosis and Haemostasis,,,,,,,,OR 3.12,1.09,8.92,0.03,Significant,Not Adjusted,Calculated,,Retrospective observational study,183,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan from January 1 to February 3, 2020 (followed up through February 13).",4/21/2020,N,N
64,2020-03-12,"Dysregulation of immune response in patients with COVID-19 in Wuhan, China | Clinical Infectious Diseases | Oxford Academic [Clinical Infectious Diseases]",https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa248/5803306,Clincial Infectious Diseases,OR 1.27,0.87,1.87,0.22,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,452,"Tongji hospital from Jan 10 to Feb 12, 2020.",4/21/2020,N,N
65,2020-03-12,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",http://doi.org/10.1016/s0140-6736(20)30566-3,Lancet,,,,,,,,OR: 1.64,0.84,3.23,0.15,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,191,"Jinyintan Hospital and Wuhan Pulmonary Hospital (Wuhan, China) who had been discharged or had died by Jan 31, 2020",4/27/2020,N,Y
